,tweet,depressed
845,"Tô aqui no covil deles. Casinha armada. Quando eu levantar vou levantar atirando. Eu vou mas vou levar pelo menos 4 comigo. Foda-se tudo. Foi bom te conhecer. Um dia a gente se encontra, amigo.",1
846,pura diversao !,1
847,to muito triste vou jogar habbo todas as vagas q a mente humana possa imaginar disponível,1
848,na moral da unfollow pra eu nao ter q infernizar a vida de voces .. os caras q acharam legal e apoiaram,1
849,eh mano.. eu sei la.. de verdade eu quero q se foda todos,1
850,musica ruim kkk,1
851,se tem uma coisa q acaba com o meu dia eh a noite,1
852,bom dia entao,1
853,foda se doc.,1
854,A mano foda se eu sou mto burro ngm me ama e eu ja entendi isso. em nome de jesus saiam todos daqui..,1
855,"ei vc q anda com a merda do seu gato na coleira vai se tratar mano, na moral",1
856,kkkkkk sim velho que merda ne,1
857,só dia pq bom nunca foi,1
858,vou dormir foda se adeus,1
859,Na moral eu to moído odeio ter q 'Existir',1
860,a maconha destrói a beleza das pessoas,1
861,fiquei esperando o avião cair sla,1
862,todo mundo eh louco nesse mundo,1
863,q maravilha irmao!! bom dia!!,1
864,"VALORIZA  AS PESSOAS QUE FICAM COM VOCÊ DURANTE AS TEMPESTADES, PORQUE EM DIA DE SOL QUALQUER PRAIA FICA CHEIA.. BOM DIA ÓTIMO FINAL DE SEMANA ABENÇOADO,NA PRESENÇA DO ETERNO..",1
865,bom dia  pic.twitter.com/Ei3CkURFuD,1
866,bom dia so dps da Erva,1
867,nao adianta procurar sentido na existencia uma vez q o mundo tem como pilar a hipocrisia.. eu sei q eh foda ter depressao e viver nesse ambiente.. ou morrer ou mata,1
868,bom dia,1
869,legal legal vc e foda !! hahahaha,1
870,pq 'deus' deixa as pessoas tao cegas ??,1
871,kai nao bom dia.,1
872,todo mundo acorda na mesma hora bom dia nestorzinnn,1
873,bom dia ????,1
874,boa noite a todos,1
875,se foda.,1
876,"Tô aqui no covil deles. Casinha armada. Quando eu levantar vou levantar atirando. Eu vou mas vou levar pelo menos 4 comigo. Foda-se tudo. Foi bom te conhecer. Um dia a gente se encontra, amigo.  pic.twitter.com/8kGJJSOqlR",1
877,"Tô aqui no covil deles. Casinha armada. Quando eu levantar vou levantar atirando. Eu vou mas vou levar pelo menos 4 comigo. Foda-se tudo. Foi bom te conhecer. Um dia a gente se encontra, amigo.",1
878,boa noite a todos,1
879,puta merda kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
880,"'Não me sinto 100% humano', diz o 1º ciborgue do mundo, que tem antena implantada capaz de 'sentir' cores  (link:  https://glo.bo/2G5OPEo )   http://glo.bo/2G5OPEo  #G1 #G1Rio",1
881,essa vida e um cu,1
882,mesas foda ?,1
883,foda se tudo,1
884,PUTA MERDA,1
885,VELHO..............................O TANTO Q EU RI DESSA MERDA.,1
886,irmao hoje to sem tempo,1
887,a 22 anos lamentando incessantemente da vida,1
888,completamente sem tempo irmao,1
889,ta insuportavel existir o dia de hoje,1
890,da mulher desmaiando. Ja tavam falando merda de denunciar.. achei melhor apagar,1
891,Sem tempo irmao meu twitter nao para.,1
892,FODA SE AS LEIS E TODAS AS REGRAS.,1
893,so uso o web mesmo odeio conversar com pessoas pela iinternet,1
894,sem tempo irmao ..,1
895,saiu trailer de vingadores pqp vou voltar para o twitter so mais tarde adeus  eu dev ta louco,1
896,eu odeio minha vida mais q o nando moura,1
897,ss.. boa noite,1
898,Pessoas em geral são engraçadas,1
899,q se foda to mt triste,1
900,remove a minha vida,1
901,queria ser viciado em cigarro e fumar 3 cigarro no dia . ceis sao mt modinha :(,1
902,fumar 3 cigarros por dia nao faz vc um viciado,1
903,testemunha de jeová vir falar com vc: -sem tempo irmao,1
904,sem tempo irmao.,1
905,bm dia amor,1
906,tem como ser gotico e conseguir se sentir confortavel ?,1
907,foda se spotify,1
908,bolar um pra começar o dia..,1
909,volta pro inferno satanas,1
910,bom dia serrate,1
911,a velho que se foda na moral,1
912,as pessoas perderam o respeito pelo grande alefrits,1
913,tem melhor bom dia que esse ??,1
914,Ual! esta um dia muito bonito para passar o dia inteiro dentro de um escritório de terno e gravata obedecendo ordens do seu chefe q vc tanto odeia !!,1
915,bom dia família,1
916,vou fumar e dormir boa noite a todos.,1
917,Eu amo meus amigos virtuais! 👍  pic.twitter.com/ouAZYPTxmd,1
918,legal foda se,1
919,hj a noite esta tao linda amor.,1
920,ele segue todas pessoas do mundo,1
921,mano deixar o galo bravo eh uma das melhores sensações do dia,1
922,acredita q eu nunca tinha visto essa merda? kkkkkkkkkkkkkkkkkkkkkkk,1
923,a melhor coisa q fiz na vida foi ter dito SIM as drogas,1
924,foda se tudo . e todos,1
925,mano QUE SE FODA PORRA QUE SE FODAAAAA,1
926,isso ai faz mt tempo.,1
927,eu sou um lixo,1
928,foda se irmao kkkkkk quero sabe nao porra,1
929,q se foda se,1
930,irmao tu e foda demais poder ao povo preto !!,1
931,Boa noite Minha Gostosa deixa EU chupar Este seu pau,1
932,acho q partirei sozinho daqui amigos. seguirei carreira solo.,1
933,tudo dando uma merda mas ate ai tudo bem,1
934,queria faze parte de um amigo secreto mas acho q meus amigos sao tao secretos q eu nem sei onde estão..,1
935,cheguei do psiquiatra ele disse q continuo louco,1
936,bom dia kevao,1
937,ruim demais nao ser amado pelos seus próprios amigos.,1
938,tristeza da porra alguem pode me desejar bom dia??,1
939,ta um dia lindo la fora pena q aqui dentro eh so cinza e deprimente,1
940,bom dia,1
941,boa noite.,1
942,foda se tudo,1
943,mt ruim ser apenas uma gostosa de rosto,1
944,boa noite amor,1
945,se foda,1
946,cumprindo o objetivo de ficar louco o dia todo,1
947,foda se,1
948,ti claramente louco,1
949,mano foda e da a maior vergonha,1
950,o mais foda eh q eu fiquei na mesma posiçao um bom tempo com um cuspao gelado no braço,1
951,mano teve um dia q eu tava no onibus voltando da escola me sentindo o Mais Pika de oculos escuro e braço pra fora da janela. tava mo ventania da porra inventei de cuspir da janela o bagulho so voltou no meu braço,1
952,entao da tempo de tira uma neca,1
953,as pessoas me perguntam: ei ale no q vc esta pensando e eu repondo: estou pensando em Morte,1
954,na moral sem tempo irmao vo compra droga ja volto.,1
955,Serio hoje ta foda essa tristeza,1
956,q insatisfação da porra eh acordar todo santo dia e EXISTIR,1
957,bom dia ??,1
958,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK demorou vou dar bom dia pra minha mae com essa musica,1
959,Boa noite a todos minha gente.. 🙏👍,1
960,pra quem gosta de banda de grito @jonnybastazini e a MELHOR pessoa pra indicar musica boa vai todos timar no cu,1
961,o presidente ficou louco,1
962,fico um lixo,1
963,me divertindo mt com meus amigos do zap,1
964,as pessoas me deixam mais doente da cabeça ainda .,1
965,tenho q dar um fim nessa merda logo,1
966,lixo de vida,1
967,Hahaha ! Mlk tu Eh foda demais Irmao . Vamo atras desses Comedia ae..,1
968,PRESTA ATENÇAO EM SOMOS PESSOAS INFLUENTES NA INTERWEBS!!!!!!!11,1
969,meu deus  AE SEUS FILHA DA PUTA @CCXPoficial O GAROTO ESTA DESESPERADO !!!!!!!!!!!!!!,1
970,como as pessoas pensam q eu sou // como eu sou  pic.twitter.com/m4lKNPfKgN,1
971,bom dia se foda,1
972,"ce me mando a mesma, mas eh foda demais.. fumei um agr e to em outra dimensao",1
973,estou online mas nao por muito tempo,1
974,unica forma de se manter vivo no dia de hoje eh fumando aquela vela.,1
975,bom dia ?????,1
976,Mano eh a segunda vez q comento um tweet do Bolsonaro e ele apaga ??? dia 1 serei censurado minha conta sera apagada.,1
977,sim isso eh mt foda.. ce usa mais no pc ne ?,1
978,A mano foda se tudo e todos amo vcs  .. 😆👍😋😍😡😡🙏😞😞😞😞😎 🤡,1
979,a mano eu vou fazer da vida dele um inferno,1
980,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK ele ta fora de controle !!!!!!!,1
981,Foda se as leis !! Rock na Veia Viado na cadeia !!!! Odeio gays. Sou MACHO!  rock.  FUCK  pic.twitter.com/oI39cTKeOb,1
982,Boa noite.,1
983,Completamente triste estou indo fumar boa noite a todos espero nao acordar de forma alguma amanha.,1
984,Sem tempo irmao,1
985,Um dia chamarei Dj Cleiton RASTA de papai,1
986,vc q eh a pessoa por tras do perfil rap mensagem ?,1
987,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK mano me fala quem eh a brilhante pessoa por tras desse perfil ??,1
988,para com essa merda mano eu to com medo de voces,1
989,queria morrer no dia de hoje,1
990,foda se deus irmao to mostrando o dedo pro ceu a meia hora ja porra,1
991,af amanha tenho q ir no medico depois no psicologo q inferno mano,1
992,se foda... :(,1
993,vamo usar droga um dia desses chera,1
994,ss a cada 3 pinto uma pessoa legal pra conversa..,1
995,foda se tud,1
996,👍 CERTIFICADO DE AMIZADE PARA 2019 👍  POR MEIO DESSA MENSAGEM VENHO LHE INFORMAR QUE NOSSO CONTRATO DE AMIZADE FOI RENOVADO PARA 2019 OU SEJA NADA DE ME ABANDONAR VIU 😂😂😜😜  NOS MOMENTOS BONS OU RUINS EU SEMPRE ESTAREI AO SEU LADO NOSSA AMIZADE VAI SER PRA TODA VIDA 😳😳❤❤,1
997,bom dia galao,1
998,bom dia ?,1
999,TO CHORANDO MEU TIME COM CERTEZA FODA SE TUDO  https://twitter.com/chezardd/status/1068974285274927104 …,1
1000,noite,1
1001,sla se tem pessoas assim mas so pra falar mesmo. nao eh pq so tem merda de meme no meu perfil q significa q to feliz de bom humor vao toma no cu mano eu sou triste TODOS os dias mas hoje em especial deus parece estar tirando uma com a minha cara,1
1002,vida lixo,1
1003,fala comigo nao broder o bush morreu sei mas nem o q fazer da vida,1
1004,Doc. foda se .,1
1005,vo te da 1 tempo so pode se ?,1
1006,bom dia magos ocultos do submundo das trevas,1
1007,boa noite vo naninha 😴😴,1
1008,queria q toda vez q eu falasse meu nome as pessoas entendessem negrito,1
1009,a noite foi boa,1
1010,a mano foda se tudo,1
1011,kkk foda mas eu ja acho assim,1
1012,eu depois do 5 baseado do dia  https://twitter.com/simpscreens/status/1068565333479444480 …,1
1013,boa tarde amigos e amigas do twitter uma sexta maravilhosa pra vcs pq pra mim vai ser meio bosta.,1
1014,vc eh uma pessoa formidável.,1
1015,q se foda se,1
1016,a mano q sonho ter uma banda de rock n roll e fazer um clipe desse aqui    https://www.youtube.com/watch?v=pjX3J9EpAr0 …,1
1017,bom dia mas tenho mae,1
1018,kkkkkkkkkkkkkkkkkkkk pode crer mano assim mesmo. e o guitarra saiu faz pouco tempo tambem a banda nao ta mais completa,1
1019,Obrigado por me desejam bom dia irmao.,1
1020,Bom dia educados respondam.,1
1021,te amo vida..,1
1022,A    pas    de    Deus    a    todos    os   grupos     tem       hunha    linda     noite    amem,1
1023,Essa noite pretendo fechar meus olhos e nao abrir nunca mais,1
1024,valeu mano.. mas tenho q me acostumar com a vida do jeito q ela e..,1
1025,queria te o cabelo igual o do trunks do futuro,1
1026,fala de te banda de rock me deixa muito triste pq e meu unico sonho,1
1027,mano meu maior sonho de todos.. o unico na real,1
1028,top 10 amigos do pinto,1
1029,um dia eu to te best friends um dua eu vo te..,1
1030,"sabe o q eu faço com essa sua opinião ????? aplico no meu dia a dia e procuro ser uma pessoa melhor, otario.",1
1031,pAz do senhor amado como voce esta nesta noite!,1
1032,fiquei meio desnorteado agora chapei amigos..,1
1033,nossa vo começa a exclui todas as pessoa,1
1034,"foda.. quero tatua pescoço, maos e dedos..",1
1035,kurama vc e foda.,1
1036,ele ainda existe ??  as vezes penso nele.. tinha medo dele por ele ser inteligente e louco demais.. por isso era amigo dele.. kk,1
1037,na rua fiz amigos na internet fiz webirmaos,1
1038, https://www.youtube.com/watch?v=v4P-RaR1MJM … bom dia,1
1039,ta porra bateu o apice da tristeza do dia (espero),1
1040,cansado de rir nessa merda ta na hora de chorar,1
1041,Salve Manos. Como Faz P / Bloquear aqui No Twiter? Sempre Vai ter Os Bico falador Mas Tem uns Q Fala eh Muita Merda! Filho. Da puta @meunomeehcaio Ta vindo Com Boiolage Pra cima De mim. Nao sei como Bloquea nessa PORRA ! Devia Ser facil Axar Que nem Ah Ferramenta de Busca.,1
1042,vendo banco de dados de imagens. no momento vendo pessoas mexendo em computador.,1
1043,Engraçadinho Voce ne Filho da puta. Criançaõ de Merda Seu Branco FDP ! Ainda e engraçadinho Fazendo Esse tipo de Post. Pra enganar os internautas. Que leem. Eu Li essas Coisa tudo FDP Nao sou Gay. Tenho familia.,1
1044,DROGA !,1
1045,apoiando a cama com livro pq quebrou a porra do pe :D,1
1046,Eu quando finalmente acho que algo vai dar certo na minha vida  pic.twitter.com/8TO9PqaM3w,1
1047,bom dia 😊,1
1048,bom dia irmao,1
1049,Olha eu num acho certo entendeu vc entendeu ficar brincando com esse tipo de coisa entendeu. Deus nao é brincadeira entendeu cuidado entendeu para nao queimar no fogo do inferno entendeu,1
1050,cada dia com um par de meias diferente NO BOLSO,1
1051,bom dia mulekin o q temos para o dia de hoje.,1
1052,kkkkkkkkkkkk vamos cair na naite porra bora faze uma bagunsa,1
1053,bom dia eu so linda,1
1054,"cara consegui dormir hoje mais de 3 da manha, acordei agora. pense num cara triste",1
1055,KKKKKKKKKKKKKKKKKKKKKKK pelo menos vc zela pela vida dela. Também odeio o barulho irmao,1
1056,KKKKKKKKKKKKKKKKKKKK cara o foda eh q tenho um puta medo de barata velho...,1
1057,"Isso eh verdade, e eh tbm o q sacia mais kkkk.. eu so um merda",1
1058,tem uma barata no meu quarto não entro mais la hoje nem nunca mais porra !!! to comedi !!!!,1
1059,FODA SE TUDO MOTOQUEIRO BOB ESTA DE VOLTA.  https://twitter.com/motoqueirobob/status/1067861859414482944 …,1
1060,se fosse seria foda,1
1061,Vida ?,1
1062,hj e dia do nosso casamento..,1
1063,Foda se amado,1
1064,q se foda nao to escrevendo texto pro enem,1
1065,"obrigado meu amigo, tu eh foda <3",1
1066,to mt triste q merda,1
1067,Sem tempo irmao to indo compra maconha.,1
1068,a vai toma no cu irmao come a merda dum cachorro quente ali na augusta q eh quase o mesmo preço e ja era,1
1069,"eu, @nestorkkkj e @GALODEKALSA aproveitando o dia para fazer exercicios.  https://twitter.com/HumansOfLate/status/1067801101813121024 …",1
1070,"tava na rua com 3 amigos ai um policial parou a gente e perguntou - qual o nome dos 4 elementos ? Respondi: terra, agua, fogo e arkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk  alguem conhece um bom advogado ?",1
1071,foda se tudo,1
1072,"a pessoa quer ser melhor em tudo ne mano se exibe por ser ""sincera demais"" a chupa meu pau porra",1
1073,pessoal nao acabem com a vida do castanhari ele lutou muito para chegar onde esta agora.,1
1074,bom dia tisgo,1
1075,minha vida eh um lixo,1
1076,como assim um emprego perfeito?? por acaso vo fica fumando maconha o dia inteiro remunerado?.  pic.twitter.com/wOx4K5eW0Q,1
1077,bom dia apenas para todos,1
1078,Sem sono irmao,1
1079,boa noite a todos ..,1
1080,se vc tem o sonho de ser egirl por gentileza entra no meu perfil tem um botão escrito 'unfollow' ..,1
1081,olha meu amigo perdi ate o sono aguardando vc dar sua opinião sobre o movimento brasil livre,1
1082,"Essa noite acordei gritando desesperado ""Eh mole kkkkk""  estou perdendo as rédeas da minha vida.",1
1083,Lembro q minha mae entrava no quarto possessa pq tava gritando de rir,1
1084,eu to mais triste q tudo hoje passei o dia inteiro planejando minha morte,1
1085,eu quero muito me matar no dia de hoje,1
1086,preciso sair daqui logo vo chegar atrasado pqp eu sou um completo de um merda irmao,1
1087,"poderia ser qualquer outro dia, mas hoje puta que pariu eu to um caco",1
1088,eu tbm quero te um bom dia espero que voce tbm tenha ujm bom dia paozinho,1
1089,ou seja a mãe q proibe o menino de se aproximar de pessoas q vao contra ideologias dela.. eh so uma criança velho  https://twitter.com/AconteceCaralho/status/1067392967688814592 …,1
1090,odeio demais minha vida,1
1091,mais um dia muito bosta pela frente,1
1092,2 milhões de pessoas preguiçosas e burras.. fiquei triste vor,1
1093,"alias, bom dia nerds.",1
1094,eu to muito triste puta merda,1
1095,boa noite espero nunca mais acordar,1
1096,queria nao me sentir um bosta 24 horas por dia,1
1097,Sem tempo irmao,1
1098,🐴🐴🐴 pq droga de cavalo n pode se usado em humano ?? eh logico q pode porra mas so se vc for um cavalo 🙊🤣😅😂,1
1099,me convidaram pra uma festa de 15 anos mas só vou ficar la umas 2 horas pq 15 anos é muito tempo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk....,1
1100,pediu desculpas amigo fiquei feliz pelo ato agora podemos voltar a ser amigos .,1
1101,quando era criança sempre usei all star simplesmente por achar bonito .. so q tinha um porem quando meus amigos iam jogar bola so quem tinha a papete do seninha jogava na linha (pq fazia corre mais rápido) quem tinha all star ficava no gol. Temos um nome para isso: preconceito.,1
1102,"""Desculpe, este tweet foi excluído.""  foda se meu irmao eu quero curtir pronto e acabou !!",1
1103,fuma uma maconha agora pra deus ilumina minha mente,1
1104,sou do tempo que papete do seninha fazia voce correr mais rapido,1
1105,Esse homem acabou de passar por mim num skate eletrico colado numa cadeira de praia enquanto fumava um vaporizador ouvindo tame impala. agora estou me questionando sobre as escolhas que fiz na vida ..  pic.twitter.com/jlluKHtoo0,1
1106,league of legends 5 vagas pq eu q nao vo joga esta merda,1
1107,foda se vo fumar uma makonha ..,1
1108,existe uma grande diferença entre ser louco e saber q eh louco no caso eu sou so evangelico mesmo,1
1109,mas ainda esta dia,1
1110,kkkkkkkkkk eh foda mas ja transformei o video em gif,1
1111,olha so foda quando isso acontece em gordox aeroporto sem wifi eh o fim do mundo cara liga pra polic,1
1112,sem tempo irmao,1
1113,q lixo de vida kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
1114,se foda,1
1115,ouvindo musicas q me fazem sentir odio,1
1116,a fresno faz um show gratis ao ar livre na paulista eu fico em casa dando risada de grupo catolico. tipo minha vida eh uma piada ta ligado,1
1117,mlk foda se eh deus no ceu alefrits na terra,1
1118,eu quando tiro varias pessoas da depressao mas eu mesmo nao consigo dar um so riso  https://twitter.com/thateuss/status/1067062355484467200 …,1
1119,kibe depois de um tempo = normal kibe na mesma hora q o perfil publicou = cuzisse,1
1120,"Porra hj eu vi um babaca na rua usando Windows phone,vai si fude naum vale nada essa porra peguei da mao dele e joguei no lixo hauhauhauauh",1
1121,Oi.. bom dia,1
1122,boa noite a todos,1
1123,minha mae entro no quarto eu tava assim kkkkkkk e mole?  pic.twitter.com/dQGRADRVzC,1
1124,a mano q inferno minhas cachorra correndo pra la e pra ca desesperadas,1
1125,eu sou um lixo,1
1126,boa noite amor,1
1127,nao posso nem me divertir um pouco as pessoas vai la e tenta se mata por causa da minha bincadeira  nao brinco mais tambem,1
1128,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pqp jonny que foda,1
1129,boa noite a todos,1
1130,q merda e essa mano eu to triste,1
1131,hj e dia de skol..,1
1132,foda se caio,1
1133,viciado em ficar sem tempo irmao,1
1134,se tem uma coisa q eu to eh sem tempo irmao,1
1135,ce ta maluco eu fumo um desse ai nunca mais serei o mesmo,1
1136,mt ruim,1
1137,ai nao abacaxi vc ja fumo 4 kg de ervas,1
1138,mano vc leu minha mente,1
1139,fav quem me segue por dó só pq seus amigos me seguem e vc faz o mesmo só para nao ficar ''chato'',1
1140,nao tenho seda mano q inferno,1
1141,nao eh sono eh tristeza,1
1142,a vida e um completo de um lixo amado,1
1143,hoje e domingo dia de fica em casa olhando pro nada pensando em nada tbm,1
1144,se foda meu irmao,1
1145,ouxe bebe se foda,1
1146,se foda meu anjo,1
1147,amigao deixa eu te fala uma coisa: se foda meu amigo,1
1148,se foda amigo,1
1149,toda vez q a bateria do meu celular descarregasse eu queria jogar fora e compra outro pra mostrar q sou rico e foda.,1
1150,bonm dia gabriel cabrinha,1
1151,............................... mas eu to desejando bom dia q inferno,1
1152,bom dia,1
1153,mas ja começa o dia assim eu nao tenho nem pra mim.....,1
1154,bom dia somente para amigos e amigas do tuiter,1
1155,bpa noite a todos.,1
1156,Foda se voces na moral kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
1157,foda se tudo hj roubo um corpo no cemitério,1
1158,desisto da minha vida desisto mesmo,1
1159,esse album aqui puta merda  https://www.sputnikmusic.com/review/51515/The-Plot-In-You-Wife-Beater/ …,1
1160,eu tb nao veio.. ta foda,1
1161,fodase as pessoas evangelicas,1
1162,bm dia fei,1
1163,foda se tudo,1
1164,meu sonho ter um twitter,1
1165,fica a vontade irmao. sem tempo,1
1166,bom dia amor,1
1167,Bonoro fica louco no beck e tenta fumar pastel,1
1168,teve um dia q eu fui num evento de anime mas fiquei horrorizado com o q se passa la dentro e nunca mais fui.,1
1169,se foda grande bosta caralho  https://twitter.com/g1/status/1065991433512017921 …,1
1170,teve uma vez qnd eu ainda estudava de manha levantei 7 horas da noite me arrumei e fui espera o onibus pra ir pra escola  chapei neste dia,1
1171,bom dia ..,1
1172,acabando com meu dia cedo ouvindo rock gritaria.,1
1173,hj e dia de ignorar alefrits,1
1174,essa noite sonhei q tinha 2.220 seguidores,1
1175,Bom dia estou acordado mas nem tanto,1
1176,bpa noite a todos,1
1177,"Faleceu agora no início do dia o japonês mais famoso do mundo, Seuku Myadora. Deixando viúva a senhora Jatikumy Namata e dois filhos. Tegozo Nakara de 15 anos e Tekomo de 4 Deixo aqui os sentimentos de Tekomo Nakama, Telasko Avara, Jake Taduro, Noku Tessoko e Sytiro Tuchora  https://twitter.com/luckeiroz/status/1066121988916301825 …",1
1178,vc e foda ph te amo amor,1
1179,o tempo fecho o tempo fecho,1
1180,nessas horas q eu queria mora perto de c e r t a s pessoas pq assim se eu n gosta de alguma coisa q a pessoa falo e so eu marca um lugar pra sair no soco,1
1181,primeiro banho desde ontem mesmo nao fico mto tempo sem toma banho eh anti higienico rs,1
1182,e mta diversao nesse zapkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
1183,vcs e foda.,1
1184,eu sou boy lixo ?  nao !,1
1185,eu sou boy lixo ?,1
1186,quem morre tentando chupar o proprio pau mano llllkkkkkkkkk to vivasso ainda,1
1187,acompanhando a vida de youtubers tao vazios quanto eu,1
1188,alguem aki q se meu amigo mas na por interesse apenas por eu ser uma otima pessoa para se socializar,1
1189,Completamente frustrado com a vida. passei a tarde toda dormindo pra não chorar,1
1190,os piores dias da minha vida foram todos,1
1191,q merda,1
1192,no grupo as pessoa pede meu @ do tt passo o do @astaribe,1
1193,ss .. penso assim tbm.. mas e SE ELES ATACAREM DE NOITE?,1
1194,aaaaaaaaaaaaaaaaaaaaa serrate!!! tu eh foda demais meu irmao eu te amo!,1
1195,meu cafe da manha hj foi um torcida de churrasco e uma coca garrafinha 200 ml fodase,1
1196,"eles acorda de manha respira fundo com uma caneca de cafe na mao e pensa ""NADA NAO""",1
1197,ou ate CORNO ne ou chifrudo ne ouça a musica desça dai seu corno que deve ser realmente a sua musica viu e va pro inferno e me deixe em paz seus satanazes do demonio que so entra nim grupo pra ta degredindo e perturbando as pessoa que precisam de oraçao seus perturbado do inferno,1
1198,eu sei bem como eh mano kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk amigo eh foda,1
1199,foda se,1
1200,o q a sexta feira nao faz com as pessoas...,1
1201,bom dia nestor,1
1202,o foda eh q fui sincero mesmo e mesmo assim fiz buceta nenhuma esse ano,1
1203,eu so uma merda,1
1204,a não tenho q sair de casa q merda ..,1
1205,um dia eu simplesmente vou sumir pra sempre,1
1206,suicídio cada dia mais próximo e real,1
1207,boa noite a todos,1
1208,"sai na sacada com uma caneca de cafe suspirei bem fundo e pensei ""puta q pariu e foda""",1
1209,se foda tudo,1
1210,queria fazer parte da estatisca das pessoas q ja foram mortas,1
1211,odeio campo minado amo vc,1
1212,eu:  nossa como vc mudo = ta magro pra caralho parece q cheira 8 pino de po por dia,1
1213,acho foda.,1
1214,queria ter um pinto menor muito ruim anda na rua com o bang enrolado na cintura,1
1215,foda se vcs entao hackers da internet  meu notebook simplesmente ficou sem som e ngm vai me ajuda desejo so o bem pra voces q voces vvam muito,1
1216,entao caua aproveite este momento para ir lá fora e ver o dia maravilhoso q esta fazendo,1
1217,Pode deixa mani pra mim qualquer dia eh dia de fica loco,1
1218,"sim cara, tenho amigos q amam rock mas tocam sertanejo pq eh o q ta teno e tbm eh musica boa.. vamo cola num show de sertanejo entao",1
1219,ph entao a gente precisa te uma conversa seria,1
1220,os piores dias da minha vida foram todos,1
1221,do nada vontade de ouvi um interpol ? e interpol e ruim,1
1222,bom dia 😐,1
1223,se foda irmao,1
1224,crl n vi q tinha 200 pessoa na conversa,1
1225,gosto apenas de see uma pessoa querida nao precisa fica grudado,1
1226,ola    Deus   e    eu  estou   passando    nos   grupos   para  dezejar    boa    noite   amem,1
1227,lixo de vida,1
1228,calma so consigo me comunicar com 84 pessoas ao mesmo tempo,1
1229,eu so queria sentir q incomodo MENOS,1
1230,o maior fracassado de todos os tempo >>>alefrits<<<,1
1231,puta merda,1
1232,mai nunca nessa vida,1
1233,eu via os cara do vivendo do ócio todo dia ensaiando do lado do trabalho ja ate tomei cerveja com eles sem saber quem eles eram,1
1234,foda se,1
1235,eu sei la mano eu so teho vontade de da uns murro na cara desse maluco olha a cara dese lixo meu deus do ceu,1
1236,OS PIORES DIAS DA MINHA VIDA FORAM TODOS,1
1237,eu so consigo sentir odio assistindo isso olha a cara desse arrombado vai toma no cu mano,1
1238,se for real mesmo esse lolla ta uma desgraça tomara q umas 3 pessoas vao,1
1239,se vc ja odeia a sua vida por favor nao ponha um filho no mundo,1
1240,queria ser queimado pelo fogo do inferno no dia de hoje,1
1241,ontem eu disse q seria um dia bosta ne? nao. retiro o q eu disse. o dia bosta vai se hoje,1
1242,boa noite a todos,1
1243,Sem tempo irmao to triste,1
1244,Eu quero q se foda policia . eu vejo policia meu cérebro *cuspir*  vc vai liga p qm se vc for assaltado??? pra puta da sua mae.. kkkk   FUCK !!!;,1
1245,.. me sentindo culpado 24 horas por dia sd tivesse 30 ia se 30 ..,1
1246,alias voces sabiam q o ser humano saliva em media 2lt por dia ??  eu ja pensei em fica o dia inteiro cuspindo ate enche uma garrafa,1
1247,caralho 02:00 da manhã ja ! o tempo voa mesmo!!!,1
1248,foda se tudo  https://twitter.com/GALODEKALSA/status/1065008600156958720 …,1
1249,tava indo pra escola um cara passou me deu uma pedrada na cabeça e levou meu celular cara eu seila vo ter q ir na policia q merda velho :(  https://twitter.com/GALODEKALSA/status/1065002931060129792 …,1
1250,Para provar que eu sou homem cabra macho a minha mulher enfia o dedo dela todo no meu cu e é toda noite que eu leva dedadas várias vezes,1
1251,estação da sé 6 da noite  https://twitter.com/HumansOfLate/status/1064978573784698881 …,1
1252,este e cleber cleber esta com medo de se queimado ate a ultima ponta depois se lançado em vias publicas como todos os outros amigos  pic.twitter.com/1jM7e7hll2,1
1253,ia passar o resto do dia no notebook mas seria um desperdício olha q dia maravilhoso esra la fora vo fuma um beck,1
